mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.17879929542541503,0.004447317935550022,0.008601188659667969,0.0004899810980812593,0.7,1.5,0.1,200,7,7,0.1,0.0,0.7,"{'subsample': 0.7, 'reg_lambda': 1.5, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.7}",0.9281562364189483,0.9509294696555495,0.951366867140514,0.9279934390377255,0.9403772553307819,0.9397646535167038,0.010324307232884338,32,0.9943360442864954,0.9944884549250799,0.9947630939709052,0.9938368268784629,0.9937566527470728,0.9942362145616033,0.000384885214651129
0.457700777053833,0.10850007495626908,0.010675287246704102,0.0007590349032789667,0.8,2.0,1.0,400,7,7,0.05,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 2.0, 'reg_alpha': 1.0, 'n_estimators': 400, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.8}",0.9245980008691874,0.9571077091306724,0.9489065062875888,0.9308365226899946,0.9368234007654457,0.9396544279485777,0.011854823002225186,33,0.9944471022416621,0.9944372799475969,0.9950923196593794,0.9941626409017713,0.993777122738066,0.9943832930976951,0.00043031029465930324
0.21306228637695312,0.006174402358542693,0.008564186096191407,0.000746139777189595,0.9,0.5,0.5,200,1,7,0.15,0.2,0.9,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.15, 'gamma': 0.2, 'colsample_bytree': 0.9}",0.9288352890047805,0.9536632039365773,0.9494942591580098,0.9292509568069984,0.9357299070530344,0.9393947231918801,0.010328782054504097,34,0.9999982914160743,0.9999982941674171,1.0,0.9999948825022517,0.9999948825022517,0.999997270117599,2.0467242424301376e-06
0.28719630241394045,0.012952232618193013,0.009212398529052734,0.0002571438536513806,0.7,1.5,0.0,200,1,7,0.1,0.3,0.7,"{'subsample': 0.7, 'reg_lambda': 1.5, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.9250054324206867,0.9533898305084746,0.9474849644614542,0.9282941498086386,0.9407599781301257,0.938986871065876,0.010886888032863879,35,0.9999965828321488,1.0,1.0,1.0,0.9999965883348344,0.9999986342333965,1.6727165480932706e-06
1.121901559829712,0.1572837042662183,0.006322383880615234,0.0024623634322838077,0.9,0.5,1.0,100,7,6,0.15,0.3,0.8,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'n_estimators': 100, 'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.15, 'gamma': 0.3, 'colsample_bytree': 0.8}",0.9213385484571925,0.9567523236741389,0.9494805904866047,0.9311645708037177,0.9345270639693821,0.9386526194782071,0.01278837272421776,36,0.9933621514488792,0.9930879663746282,0.9946300390294496,0.9939170010098529,0.9923476350337072,0.9934689585793034,0.0007697764803273304
0.2549284934997559,0.00443850726771999,0.008986091613769532,0.0004939941963256169,0.7,1.5,0.5,400,1,3,0.1,0.1,0.8,"{'subsample': 0.7, 'reg_lambda': 1.5, 'reg_alpha': 0.5, 'n_estimators': 400, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.8}",0.9242177314211213,0.9537725533078186,0.9492345544013122,0.9273100054674686,0.9368507381082558,0.9382771165411953,0.011663210499161187,37,0.9991081191908147,0.9987376838887525,0.99894579546385,0.9991351428805372,0.998645568929283,0.9989144620706474,0.0001953145814533768
0.39361987113952634,0.02070747155719022,0.010400819778442382,0.0008004678086047863,0.9,1.5,0.1,400,7,7,0.05,0.0,0.8,"{'subsample': 0.9, 'reg_lambda': 1.5, 'reg_alpha': 0.1, 'n_estimators': 400, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.8}",0.9218274663189916,0.9541006014215418,0.9462821213778021,0.9313012575177693,0.9376981957353745,0.9382419284742959,0.011260953210446855,38,0.9971979223619465,0.9975794235650536,0.9981901116296842,0.9973764294877043,0.9969721471655886,0.9974632068419954,0.000414956062119501
0.11131973266601562,0.00992764581512416,0.0057985782623291016,0.0014401143024135852,0.9,2.0,0.1,200,1,4,0.15,0.3,0.8,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.15, 'gamma': 0.3, 'colsample_bytree': 0.8}",0.9220176010430248,0.9528430836522689,0.9436850738108256,0.9295243302351011,0.9392290869327501,0.9374598351347941,0.010769986213608388,39,0.9999026107162383,0.999904473375365,0.9999232375337755,0.99991982586861,0.9998345342394716,0.999896936346692,3.224503345371019e-05
0.39272608757019045,0.011050408373455452,0.009917783737182616,0.00020451864234292163,0.9,2.0,0.0,400,7,7,0.05,0.0,0.9,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0, 'n_estimators': 400, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.9}",0.9207681442850935,0.9546473482777473,0.9457900492072171,0.9291689447785675,0.9367413887370147,0.9374231750571281,0.011938709530535916,40,0.9973499863313285,0.9976783618548541,0.9980877616747181,0.9974003111438631,0.997115437102541,0.997526371621461,0.0003329053968833397
0.2272665023803711,0.04206008007364815,0.008893823623657227,0.0004477865663323278,0.9,2.0,0.0,200,5,7,0.1,0.2,0.8,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.8}",0.925141242937853,0.9493439037725534,0.9449425915800984,0.9295243302351012,0.9361399671951887,0.9370184071441588,0.009085267647766048,41,0.998991935483871,0.9991743770299407,0.9994490160757663,0.9992409045006687,0.9986370397663691,0.9990986545713232,0.0002732029680340168
1.712401533126831,0.04192863372693073,0.016937637329101564,0.009264466572951187,0.9,2.0,0.5,400,1,4,0.1,0.1,0.9,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0.5, 'n_estimators': 400, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.9}",0.9213657105606258,0.9510661563696008,0.9471569163477309,0.9218972115910334,0.9386823400765446,0.9360336669891071,0.012423414984636463,42,0.9999965828321488,0.9999965883348345,1.0,0.9999948825022517,0.9999914708370863,0.9999959049012641,2.7713798101292493e-06
0.26026067733764646,0.021124385597273865,0.00839982032775879,0.0006956959129610324,0.7,1.5,1.0,300,7,6,0.1,0.1,0.8,"{'subsample': 0.7, 'reg_lambda': 1.5, 'reg_alpha': 1.0, 'n_estimators': 300, 'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.8}",0.9203063885267275,0.9502733734281029,0.9488244942591579,0.9249316566429743,0.9335975943138327,0.9355867014341591,0.012181231319719632,43,0.9951988791689448,0.995834356832883,0.9961908758426813,0.9950274980212341,0.9948398564371298,0.9954182932605746,0.0005109687590822946
